Fecha y Hora de actualización,Fallecidos,Heridos,Viviendas destruidas,Bien público afectado,Bien público destruido,Puentes afectados,Vías destruidas,Productores afectados por pérdidas agrícolas,Productores afectados por pérdidas en animales,Viviendas afectadas,Archivo,Personas afectadas,Personas damnificadas,Animales con afectación,Animales muertos
"lunes, 01 de marzo de 2021 – 20:02:50 Informe No. 10",,2,30.0,4,1.0,2.0,1.0,32.0,34.0,38.0,Informe-de-Situacion-No-10-Chunchi-01032021.pdf,625.0,89.0,718.0,689.0
